Name,Position,School ▲,HT,WT,Hands,Arms,Wingspan,40,Bench,3-Cone,Shuttle,Vertical,Broad
Tre Swilling,CB,Georgia Tech,6006.0,196.0,958.0,3168.0,7768.0,4.67,15,6.81,4.15,37.0,1006
Tariq Carpenter,S,Georgia Tech,6027.0,230.0,918.0,3338.0,8118.0,4.52,--,7.50,4.46,39.0,1104
Juanyeh Thomas,S,Georgia Tech,6006.0,213.0,958.0,3238.0,7838.0,--,--,7.33,4.18,--,--
Jack Coco,LS,Georgia Tech,6021.0,248.0,900.0,2948.0,7368.0,4.99,22,7.40,4.25,29.0,0905
Abu Kai-Kai,LB,Glenville State,6005.0,240.0,,,,4.80,24,,,35.0,0906
Kobe Ross,WR,Grambling State,5101.0,163.0,878.0,2938.0,7300.0,4.89,--,7.35,4.65,29.5,0904
Dorrell James,TE,Grambling State,6015.0,233.0,918.0,3200.0,7918.0,5.02,13,7.85,4.90,26.0,0807
Casey Warming,TE,Grambling State,6001.0,256.0,938.0,3178.0,7728.0,4.89,13,7.75,4.85,26.0,0807
Kyle Davis,IOL,Grambling State,6015.0,305.0,968.0,3300.0,8018.0,5.36,16,8.03,4.85,21.5,0708
Jordan Ighofose,IOL,Grambling State,6027.0,326.0,948.0,3138.0,7668.0,5.62,27,8.62,4.90,21.0,0707
Bryce Young-Walls,RB,Grand Valley State,5065.0,196.0,858.0,2958.0,6778.0,4.68,13,7.09,4.54,35.0,0910
Hunter Rison,WR,Grand Valley State,5105.0,204.0,918.0,3078.0,7468.0,4.87,8,7.15,4.35,31.5,0811
Dennis Johnson,IDL,Grand Valley State,6020.0,309.0,1000.0,3268.0,7768.0,5.00,27,7.94,5.02,30.0,0901
Xavier Washington,IDL,Grand Valley State,6007.0,267.0,948.0,3138.0,7438.0,5.39,15,7.87,5.08,26.0,0803
Jake Hlava,EDGE,Grand Valley State,6021.0,242.0,1058.0,3100.0,7328.0,4.93,22,7.18,4.37,35.0,0908
Antonio Crosby,S,Grand Valley State,5070.0,192.0,958.0,2800.0,6918.0,4.89,9,7.25,4.60,31.5,0811
Anthony Turner,WR,Grand View,6031.0,218.0,958.0,3168.0,7658.0,4.65,--,7.70,4.73,28.0,0908
Cody Gustafson,WR,Grove City,6015.0,190.0,,,,4.64,14,6.88,4.17,36.5,1007
Michael Veldman,QB,Gustavus Adolphus,6026.0,201.0,1000.0,3158.0,7648.0,5.23,--,7.65,4.88,24.5,0801
Jett Duffey,QB,Hampton,5117.0,196.0,978.0,3178.0,7700.0,4.83,--,7.13,4.72,27.0,0902
Hezekiah Grimsley,WR,Hampton,5113.0,174.0,848.0,3178.0,7600.0,4.77,5,7.18,4.41,32.0,0903
James Stanley,TE,Hampton,6044.0,249.0,1138.0,3418.0,8248.0,4.85,16,7.50,4.69,31.5,0904
Grady Thomas,IOL,Hampton,6036.0,341.0,978.0,3278.0,8078.0,5.75,25,--,5.15,22.0,0801
James Fagan,IDL,Hampton,6060.0,328.0,1000.0,3300.0,8100.0,5.34,22,8.79,5.33,28.5,0903
Caleb Brown,LB,Hampton,6006.0,220.0,838.0,3000.0,7358.0,4.64,21,7.40,4.75,33.5,1000
Shedrick Robinson,LB,Harding,6016.0,233.0,968.0,3200.0,7768.0,4.87,17,7.85,4.84,35.5,0907
Cory Batie,CB,Harding,5110.0,186.0,900.0,3118.0,7618.0,4.56,20,7.16,4.50,32.0,0910
Davien Kuinlan,RB,Hartwick,6002.0,239.0,858.0,3148.0,7458.0,5.30,20,8.09,4.86,26.0,0703
Aaron Shampklin,RB,Harvard,5093.0,194.0,918.0,3058.0,7438.0,4.48,19,6.94,4.32,37.5,1001
Jordan Hill,LB,Harvard,5115.0,235.0,858.0,3218.0,7600.0,4.89,20,7.80,4.51,28.0,0907
Adam West,LS,Harvard,6073.0,227.0,1048.0,3528.0,8348.0,5.25,--,7.08,4.49,27.0,0903
Jared Smart,WR,Hawaii,5112.0,189.0,968.0,3048.0,7528.0,4.64,4,6.93,4.12,36.0,0911
Calvin Turner Jr.,WR,Hawaii,5113.0,197.0,938.0,3038.0,7328.0,4.50,19,7.14,4.40,38.5,1003
Kohl Levao,IOL,Hawaii,6047.0,324.0,1028.0,3328.0,8218.0,5.47,18,8.00,4.90,26.0,0802
Gene Pryor,IOL,Hawaii,6020.0,299.0,968.0,3258.0,7678.0,5.39,19,7.96,4.82,26.0,0710
D'Juan Matthews,IDL,Hawaii,5105.0,250.0,968.0,3068.0,7600.0,5.35,19,7.78,4.66,25.5,0802
Derek Thomas,EDGE,Hawaii,6017.0,223.0,928.0,3178.0,7728.0,4.86,7,7.31,4.31,29.5,0901
Colby Burton,CB,Hawaii,5091.0,184.0,878.0,3128.0,7400.0,--,11,7.25,4.32,28.5,0810
Cortez Davis,CB,Hawaii,5100.0,181.0,838.0,3138.0,7458.0,4.58,15,7.06,4.33,31.5,--
Chima Azunna,S,Hawaii,5110.0,211.0,918.0,3148.0,7528.0,4.60,17,--,--,36.5,1002
Eugene Ford,S,Hawaii,6007.0,199.0,928.0,3168.0,7678.0,4.93,10,7.66,4.50,31.0,0905
Quentin Frazier,S,Hawaii,5115.0,195.0,968.0,3068.0,7278.0,4.77,17,7.20,4.47,34.0,0906
Maceo Matthews Jr.,WR,Heidelberg,5115.0,191.0,1018.0,3118.0,7600.0,4.67,13,7.46,4.47,33.5,0906
L'liot Curry,WR,Henderson State,5113.0,204.0,878.0,3118.0,7500.0,4.64,10,7.12,4.38,35.0,0908
Tenio Ayeni,WR,Holy Cross,6006.0,213.0,958.0,3238.0,7668.0,4.64,11,7.27,4.42,32.0,0906
Benton Whitley,EDGE,Holy Cross,6025.0,257.0,978.0,3448.0,8058.0,4.80,24,7.19,4.41,33.0,1000
Kody Russey,IOL,Houston,,,,,,,38,,,,
David Anenih,EDGE,Houston,,,,,,,25,,,,
Jake Parker,WR,Howard Payne,5116.0,200.0,878.0,3028.0,7328.0,4.59,19,6.85,4.06,36.5,1002
Mike Beaudry,QB,Idaho,6046.0,248.0,938.0,3148.0,7500.0,5.02,--,7.66,4.47,27.0,0810
Jonah Kim,IDL,Idaho,,,,,,5.27,23,8.25,5.07,25.5,0803
Charles Akanno,EDGE,Idaho,,,,,,4.93,12,7.42,4.56,31.5,0902
Kayode Rufai,EDGE,Idaho,,,,,,5.18,29,7.65,4.88,25.5,0809
Christian Blackburn,LB,Idaho,,,,,,4.84,13,7.80,4.90,32.0,0900
Tre Walker,LB,Idaho,,,,,,4.70,18,7.95,4.97,29.5,0906
Tyrese Dedmon,S,Idaho,,,,,,4.68,13,7.50,4.40,39.0,1010
Jalen Hoover,S,Idaho,,,,,,4.66,11,7.30,4.58,33.5,0901
Connor Lightbourn,P,Idaho,,,,,,4.87,--,--,--,27.5,0905
Tanner Conner,WR,Idaho State,6030.0,226.0,948.0,3178.0,7728.0,4.50,19,7.15,4.41,39.0,1007
Brandon Peters,QB,Illinois,6044.0,228.0,1018.0,3118.0,7638.0,4.72,--,7.53,4.50,36.0,1004
Vederian Lowe,OT,Illinois,6045.0,310.0,1028.0,3458.0,8568.0,--,22,--,--,--,--
Jack Badovinac,IOL,Illinois,6011.0,303.0,948.0,2968.0,7348.0,5.32,27,7.59,4.63,27.5,0809
Doug Kramer,IOL,Illinois,6020.0,299.0,958.0,3228.0,7628.0,4.95,26,7.82,4.62,29.5,0901
Roderick Perry II,IDL,Illinois,6013.0,304.0,1100.0,3328.0,8048.0,5.28,20,7.82,4.59,26.0,0806
Owen Carney Jr.,EDGE,Illinois,6030.0,269.0,958.0,3300.0,8048.0,4.78,21,7.55,4.59,29.0,0903
Isaiah Gay,EDGE,Illinois,6023.0,232.0,1058.0,3448.0,8118.0,4.92,18,7.13,4.39,33.0,1002
Jake Hansen,LB,Illinois,6006.0,239.0,958.0,3248.0,7800.0,--,--,--,--,--,--
Khalan Tolson,LB,Illinois,5110.0,231.0,958.0,3118.0,7500.0,4.51,29,7.58,4.66,35.5,1000
Tony Adams,CB,Illinois,5114.0,203.0,948.0,3100.0,7538.0,4.47,14,6.98,4.06,41.5,1010
Christian Bobak,S,Illinois,5115.0,190.0,868.0,3038.0,7358.0,4.89,12,7.10,4.47,31.0,0907
Kerby Joseph,S,Illinois,6007.0,203.0,1058.0,3318.0,8000.0,--,--,--,--,--,--
James McCourt,K,Illinois,5116.0,216.0,900.0,3028.0,7248.0,--,--,--,--,--,--
Blake Hayes,P,Illinois,6044.0,226.0,1000.0,3118.0,7768.0,--,--,--,--,--,--
Ethan Tabel,LS,Illinois,5107.0,230.0,848.0,3048.0,7500.0,5.31,--,7.90,4.53,--,0810
Jaylin Swan,EDGE,Illinois College,6020.0,243.0,848.0,3328.0,7968.0,4.96,17,--,--,33.0,0905
Timothy McCloyn II,FB,Illinois State,5112.0,238.0,1028.0,3018.0,7648.0,4.72,--,--,--,--,--
Trey Georgie,IOL,Illinois State,6045.0,297.0,1018.0,3268.0,7918.0,5.54,--,--,--,--,--
Akil Jones,LB,Incarnate Word,5112.0,227.0,868.0,3128.0,7500.0,4.86,16,7.18,4.55,29.5,0904
Kevin Brown,RB,Incarnate Word,5087.0,207.0,900.0,3178.0,7600.0,4.45,20,6.93,4.36,37.5,1002
Trevor Begue,WR,Incarnate Word,5101.0,188.0,838.0,2978.0,6968.0,4.49,--,7.06,4.04,37.5,0910
Brandon Bowen,IDL,Incarnate Word,6037.0,268.0,968.0,3168.0,7828.0,4.90,14,8.02,4.69,33.0,0910
Terrell Lucas,EDGE,Incarnate Word,6026.0,250.0,938.0,3300.0,7818.0,4.88,19,6.90,4.50,30.0,0902
Rashon Davis,CB,Incarnate Word,5107.0,168.0,918.0,3048.0,7358.0,4.82,--,6.94,4.32,27.5,0906
Moses Reynolds,CB,Incarnate Word,6010.0,190.0,958.0,3348.0,8038.0,4.59,--,--,--,37.0,1000
Stephen Carr,RB,Indiana,5114.0,211.0,948.0,3048.0,7468.0,4.73,13,--,--,26.5,0901
Ty Fryfogle,WR,Indiana,6011.0,209.0,968.0,3078.0,7458.0,--,13,7.15,4.47,38.0,0911
Peyton Hendershot,TE,Indiana,6036.0,246.0,918.0,3278.0,8058.0,4.78,23,6.91,4.41,35.5,--
Caleb Jones,OT,Indiana,6087.0,370.0,948.0,3600.0,8658.0,5.60,18,--,--,21.0,0705
Dylan Powell,IOL,Indiana,6024.0,308.0,948.0,3128.0,7500.0,5.36,--,8.10,4.65,31.0,0803
Weston Kramer,IDL,Indiana,6007.0,279.0,1000.0,3048.0,7628.0,5.03,28,7.56,4.45,31.5,0901
Ryder Anderson,EDGE,Indiana,6062.0,276.0,1038.0,3438.0,8048.0,--,--,7.21,4.57,32.0,0905
Michael Ziemba,EDGE,Indiana,6022.0,252.0,968.0,3118.0,7528.0,--,11,--,--,--,--
Micah McFadden,LB,Indiana,6011.0,234.0,948.0,3128.0,7548.0,4.63,--,6.88,4.15,35.0,0910
Raheem Layne,S,Indiana,5111.0,192.0,938.0,3048.0,7428.0,4.58,14,7.34,4.45,34.5,1000
Marcelino McCrary-Ball,S,Indiana,5116.0,212.0,1000.0,3178.0,7758.0,4.51,23,7.03,4.27,35.5,1001
Irvin Charles,WR,Indiana (PA),6041.0,228.0,948.0,3300.0,8028.0,4.66,19,6.97,4.31,32.5,1007
Bryce Gibson,CB,Indiana (PA),,,,,,4.53,17,,4.40,31.0,0911
Phazione McClurge,WR,Indiana State,6001.0,197.0,,,,4.56,16,6.91,4.34,41.0,1000
Tyler Goodson,RB,Iowa,5093.0,202.0,918.0,2928.0,7218.0,--,15,6.76,4.12,--,--
Ivory Kelly-Martin,RB,Iowa,5100.0,200.0,838.0,2978.0,7148.0,4.71,15,6.75,4.18,33.5,0903
Tyler Linderbaum,IOL,Iowa,6021.0,296.0,1000.0,3118.0,7558.0,--,--,--,--,--,--
Kyler Schott,IOL,Iowa,6012.0,300.0,1028.0,3118.0,7778.0,5.16,25,--,--,28.0,0704
Zach VanValkenburg,EDGE,Iowa,6044.0,263.0,1018.0,3138.0,7918.0,4.97,22,7.03,4.41,31.5,0905
Matt Hankins,CB,Iowa,6001.0,181.0,918.0,3228.0,7438.0,4.74,--,--,--,35.0,0908
Xavior Williams,CB,Iowa,5114.0,195.0,878.0,3268.0,7448.0,4.49,14,7.09,4.40,38.0,1007
Dane Belton,S,Iowa,6006.0,205.0,918.0,3100.0,7558.0,--,18,6.74,4.06,--,--
Jack Koerner,S,Iowa,6003.0,209.0,938.0,3028.0,7278.0,4.56,20,6.96,4.13,38.0,1002
Caleb Shudak,K,Iowa,5065.0,177.0,900.0,2838.0,7018.0,--,--,--,--,--,--
Brock Purdy,QB,Iowa State,6005.0,212.0,928.0,2900.0,7168.0,--,--,7.26,4.52,--,--
Breece Hall,RB,Iowa State,5112.0,218.0,1000.0,3200.0,7718.0,--,--,--,--,--,--
Rory Walling,RB,Iowa State,5101.0,203.0,928.0,3058.0,7300.0,4.82,2,7.20,4.47,32.0,0908
Chase Allen,TE,Iowa State,6061.0,247.0,958.0,3418.0,8248.0,4.79,11,--,4.81,36.5,0908
Charlie Kolar,TE,Iowa State,6065.0,248.0,1000.0,3448.0,8218.0,4.62,13,7.00,4.30,35.5,1000
Derek Schweiger,IOL,Iowa State,6034.0,314.0,948.0,3268.0,7718.0,5.11,22,7.61,4.58,32.0,0900
Eyioma Uwazurike,IDL,Iowa State,6060.0,313.0,1018.0,3518.0,8468.0,5.32,23,7.58,4.75,--,--
Jake Hummel,LB,Iowa State,6017.0,225.0,1000.0,3238.0,7728.0,4.51,21,6.83,4.30,37.0,1006
Mike Rose,LB,Iowa State,6037.0,243.0,1028.0,3328.0,7938.0,4.70,16,6.94,4.20,--,--
Greg Eisworth II,S,Iowa State,5114.0,199.0,948.0,3118.0,7558.0,4.86,11,7.13,4.58,34.0,0905
Andrew Mevis,K,Iowa State,5104.0,207.0,848.0,3038.0,7238.0,--,--,--,--,--,--
Kare Lyles,QB,Jackson State,5116.0,199.0,1038.0,3128.0,7648.0,--,--,--,--,--,--
Keith Corbin III,WR,Jackson State,6006.0,191.0,858.0,3278.0,7518.0,4.62,--,7.12,4.34,36.0,1001
Warren Newman,WR,Jackson State,5052.0,174.0,738.0,2748.0,6528.0,4.67,8,7.40,4.53,27.5,--
Kyland Richey,TE,Jackson State,6011.0,243.0,900.0,3200.0,7718.0,5.11,--,7.75,4.73,28.0,0811
Tre Johnson,IOL,Jackson State,6055.0,296.0,948.0,3378.0,8038.0,5.59,16,8.12,5.10,24.5,0710
Vincent Sampson,IOL,Jackson State,6006.0,285.0,878.0,3048.0,7628.0,5.46,15,8.68,5.20,22.5,0709
Antwan Owens,IDL,Jackson State,6032.0,265.0,928.0,3300.0,8148.0,5.30,17,7.78,4.85,26.5,0901
Keonte Hampton,LB,Jackson State,6010.0,191.0,858.0,3148.0,7500.0,4.99,15,--,--,25.5,--
James Houston IV,LB,Jackson State,6002.0,244.0,900.0,3428.0,8200.0,4.74,22,7.41,4.48,39.0,1005
Al Young,CB,Jackson State,5111.0,183.0,868.0,2948.0,7048.0,4.67,9,7.53,4.40,32.5,0908
CJ Holmes,S,Jackson State,5105.0,184.0,918.0,3118.0,7500.0,4.78,14,7.50,4.37,36.5,0907
Zerrick Cooper,QB,Jacksonville State,6022.0,230.0,968.0,3348.0,7938.0,--,--,7.58,4.64,25.0,0811
Cole Johnson,QB,James Madison,6043.0,220.0,878.0,3358.0,7978.0,4.97,--,--,4.32,28.5,0904
Lorenzo Bryant Jr.,RB,James Madison,5107.0,215.0,1028.0,3048.0,7578.0,--,--,--,--,31.0,--
Liam Fornadel,IOL,James Madison,6042.0,312.0,938.0,3228.0,7868.0,5.51,27,7.67,4.72,24.0,0800
Mike Greene,IDL,James Madison,6023.0,281.0,928.0,3000.0,7700.0,5.16,27,7.61,4.60,30.5,0901
Bryce Carter,EDGE,James Madison,5116.0,250.0,918.0,3200.0,7728.0,4.94,25,7.60,4.60,31.0,0810
Taurus Carroll,CB,James Madison,5113.0,188.0,838.0,2978.0,7278.0,4.75,--,7.19,4.41,34.0,1004
Greg Ross,CB,James Madison,5116.0,186.0,938.0,3100.0,7368.0,4.66,--,--,--,33.5,--
Wayne Davis,S,James Madison,5096.0,188.0,938.0,3200.0,7700.0,4.80,--,7.05,4.40,29.5,--
MJ Hampton,S,James Madison,5104.0,182.0,868.0,3000.0,7158.0,4.94,--,7.37,4.65,29.5,0906
Jalen Phelps,S,James Madison,5110.0,171.0,818.0,2848.0,7300.0,--,15,7.15,4.39,31.0,0907
Ethan Ratke,K,James Madison,5091.0,190.0,818.0,2800.0,7048.0,--,--,--,--,--,--
Tyshawn Jones,S,John Carroll,5110.0,211.0,1028.0,3178.0,7658.0,4.77,13,7.32,4.59,36.0,0904
Jake Floriea,QB,John Carroll,,,,,,4.58,,7.00,4.05,31.0,0902
Kwamie Lassiter II,WR,Kansas,5107.0,185.0,900.0,3148.0,7300.0,4.52,13,7.32,4.23,33.5,1000
Malik Clark,IOL,Kansas,6030.0,320.0,918.0,3428.0,8158.0,5.46,23,--,5.16,23.0,0802
Kyron Johnson,EDGE,Kansas,6003.0,231.0,900.0,3248.0,7748.0,4.40,16,6.98,4.38,39.5,1000
Jeremy Webb,CB,Kansas,6026.0,201.0,978.0,3300.0,7868.0,--,12,--,--,37.5,0905
Ricky Thomas Jr.,S,Kansas,5081.0,173.0,928.0,3038.0,7138.0,4.63,12,7.21,4.25,36.0,1000
Skylar Thompson,QB,Kansas State,6017.0,217.0,858.0,3100.0,7478.0,--,--,--,--,--,--
Daniel Imatorbhebhe,TE,Kansas State,6032.0,226.0,878.0,3400.0,8148.0,4.83,15,7.05,4.51,36.5,0910
Nick Lenners,TE,Kansas State,6046.0,252.0,978.0,3248.0,7418.0,4.93,18,7.40,4.73,30.5,0905
Ben Adler,IOL,Kansas State,6037.0,337.0,1000.0,3268.0,7700.0,5.28,23,8.09,4.95,26.0,0711
Noah Johnson,IOL,Kansas State,6005.0,290.0,948.0,3138.0,7528.0,5.26,23,7.58,4.65,28.5,0805
Josh Rivas,IOL,Kansas State,6055.0,330.0,900.0,3258.0,7748.0,5.33,25,7.86,4.85,26.0,0804
Timmy Horne,IDL,Kansas State,6042.0,323.0,1018.0,3468.0,8448.0,5.24,28,7.42,4.80,35.0,0904
Bronson Massie,EDGE,Kansas State,6022.0,259.0,878.0,3300.0,7818.0,4.92,21,7.74,4.78,27.0,0806
Cody Fletcher,LB,Kansas State,6012.0,221.0,968.0,3028.0,7358.0,4.80,18,7.10,4.42,33.5,0909
Eric Munoz,LB,Kansas State,5116.0,220.0,868.0,3068.0,7548.0,4.66,23,6.84,4.28,33.0,0907
Jahron McPherson,S,Kansas State,5113.0,200.0,878.0,3048.0,7378.0,--,13,--,--,--,--
Reggie Stubblefield,S,Kansas State,5110.0,192.0,948.0,2958.0,7200.0,4.61,14,7.07,4.35,33.0,0908
Russ Yeast,S,Kansas State,5100.0,192.0,900.0,3168.0,7918.0,4.58,18,6.82,4.35,37.5,0911
Dustin Crum,QB,Kent State,6012.0,210.0,938.0,3200.0,7748.0,--,--,--,--,--,--
Keshunn Abram,WR,Kent State,6013.0,194.0,900.0,3100.0,7418.0,4.53,16,--,--,37.5,1008
Nykeim Johnson,WR,Kent State,5065.0,174.0,800.0,2868.0,6878.0,4.59,17,7.24,4.47,34.0,0911
Aaron Hackett,TE,Kent State,6011.0,236.0,958.0,3278.0,7728.0,--,19,7.51,4.59,29.5,0900
Jabbar Price,EDGE,Kent State,6033.0,253.0,918.0,3418.0,8000.0,4.98,21,7.48,4.48,28.5,0904
Mandela Lawrence-Burke,LB,Kent State,6000.0,202.0,900.0,3118.0,7438.0,5.05,12,7.34,4.48,31.0,0900
Elvis Hines,CB,Kent State,5101.0,173.0,948.0,2978.0,7168.0,5.19,--,7.52,4.58,27.5,0808
Keith Sherald Jr.,S,Kent State,5083.0,180.0,838.0,2968.0,7218.0,4.69,7,7.28,4.45,31.0,0902
Wan'Dale Robinson,WR,Kentucky,,,,,,,19,6.79,,35.0,
Luke Fortner,IOL,Kentucky,,,,,,,31,,,29.0,
Yusuf Corker,S,Kentucky,,,,,,4.55,,7.06,4.46,34.5,1001
Dean Krcic,P,Kutztown,6012.0,226.0,0918,3128,7500,--,--,--,--,--,--
Dareke Young,WR,Lenoir-Rhyne,6020.0,224.0,,,,4.41,22,6.97,4.16,37.0,1103
Malik Willis,QB,Liberty,6004.0,223.0,0948,3168,7738,--,--,--,--,--,--
Joshua Mack,RB,Liberty,5112.0,201.0,0878,3068,7228,4.87,13,7.56,4.54,28.5,0903
Kevin Shaa,WR,Liberty,5096.0,166.0,0918,3000,7238,4.39,14,7.38,4.38,38.0,1011
DJ Stubbs,WR,Liberty,5083.0,177.0,0938,2978,7278,4.52,9,7.34,4.34,30.0,0903
Trevor Hobbs,TE,Liberty,6027.0,237.0,0968,3148,7818,5.22,--,--,--,22.0,0800
Johnny Huntley,TE,Liberty,6023.0,235.0,0958,3278,7878,4.86,14,7.50,4.63,29.5,0811
Tristan Schultz,IOL,Liberty,6041.0,300.0,1000,3328,7828,5.19,26,7.75,4.68,31.5,0902
Elijah James,IDL,Liberty,6042.0,297.0,1028,3300,8178,5.31,14,7.75,4.77,23.0,0803
Ralfs Rusins,IDL,Liberty,6052.0,305.0,1048,3378,8200,5.54,--,8.22,5.09,21.5,0803
Jayod Sanders,EDGE,Liberty,6021.0,244.0,1018,3338,8128,4.88,17,8.13,4.69,29.0,0905
Rashaad Harding,LB,Liberty,5115.0,215.0,0938,2918,7068,4.80,--,7.11,4.51,26.5,0901
Storey Jackson,LB,Liberty,6017.0,224.0,1018,3038,7548,4.68,23,6.97,4.32,32.0,0904
Duron Lowe,CB,Liberty,5096.0,186.0,0818,3000,7400,4.41,--,7.15,4.31,35.0,1001
Ben Alexander,S,Liberty,6007.0,193.0,0948,3218,7738,4.74,--,7.22,4.53,30.5,0911
Cedric Stone,S,Liberty,5105.0,196.0,0928,3048,7528,4.69,--,7.38,4.59,31.0,0905
Skyler Thomas,S,Liberty,5087.0,184.0,0918,3078,7300,4.52,--,7.38,4.48,34.0,--
Clint Sigg,TE,Lindenwood,6040.0,242.0,0978,3200,7500,4.78,22,7.20,4.27,33.5,0904
Dwight Dantzler,IDL,Lindenwood,6020.0,335.0,0928,3258,7878,4.85,--,--,--,--,--
Drew Seers,LB,Lindenwood,6007.0,233.0,0928,3028,7400,4.89,18,7.08,4.35,32.5,0903
Jordan Perry,CB,Lindenwood,5112.0,178.0,0848,3128,7648,4.57,--,7.28,4.40,34.5,1001
Grady Daniels,S,Lindenwood,6025.0,201.0,0848,3100,7778,4.74,--,--,--,--,--
Levi Lewis,QB,Louisiana,5084.0,187.0,,,,4.72,--,7.28,4.42,--,0807
Jalen Williams,WR,Louisiana,6022.0,204.0,,,,4.78,--,7.37,4.48,34.0,0910
Max Mitchell,OT,Louisiana,6060.0,307.0,,,,5.22,21,--,--,--,--
Tayland Humphrey,IDL,Louisiana,6003.0,328.0,,,,5.44,20,8.34,5.12,26.0,0801
Chauncey Manac,EDGE,Louisiana,6027.0,246.0,,,,4.66,20,7.75,4.50,30.0,0903
Ferrod Gardner,LB,Louisiana,6002.0,216.0,,,,--,18,--,--,--,--
Percy Butler,S,Louisiana,6002.0,194.0,,,,--,13,6.90,4.38,35.0,--
Bobby Hill,LS,Louisiana,5094.0,218.0,,,,5.07,19,--,5.14,32.0,0811
Marcus Williams Jr.,RB,Louisiana Tech,5094.0,206.0,0900,3068,7148,4.56,22,7.15,4.20,38.0,0908
Samuel Emilus,WR,Louisiana Tech,6002.0,193.0,0948,3148,7658,4.59,9,6.97,4.13,37.0,1002
Chris Fournier,IOL,Louisiana Tech,6033.0,295.0,0918,3178,7758,5.64,18,8.10,5.01,21.5,0802
Willie Baker,EDGE,Louisiana Tech,6016.0,242.0,0958,3338,8178,5.32,16,7.95,4.90,26.0,0806
Trey Baldwin,LB,Louisiana Tech,6003.0,231.0,--,--,--,--,--,--,--,--,--
Ezekiel Barnett,LB,Louisiana Tech,6017.0,228.0,0968,3338,8028,4.73,13,7.29,4.64,36.0,1006
Elijah Hamilton,CB,Louisiana Tech,6012.0,211.0,0938,3238,7738,4.56,19,7.06,4.19,38.0,1009
Zach Hannibal,CB,Louisiana Tech,5112.0,188.0,0818,3028,7278,4.71,14,7.45,4.26,36.5,0905
Baylen Buchanan,S,Louisiana Tech,5107.0,191.0,0928,2978,7300,4.76,9,7.23,4.47,29.0,0910
Khalil Ladler,S,Louisiana Tech,5103.0,198.0,0978,2968,7258,4.80,15,7.35,4.39,29.5,0900
Maurice Burkley,RB,Louisville,5110.0,212.0,0918,3128,7578,4.50,29,6.96,4.42,41.0,1003
Cole Bentley,IOL,Louisville,6033.0,310.0,1018,3248,7948,5.14,20,7.69,4.84,29.5,0806
Tabarius Peterson,EDGE,Louisville,6020.0,254.0,1028,3428,8228,4.99,18,7.14,4.62,34.0,0910
CJ Avery,LB,Louisville,5117.0,230.0,0968,3318,7648,4.75,27,7.15,4.44,38.0,0909
Jack Fagot,LB,Louisville,6003.0,194.0,0848,3118,7348,4.61,11,6.96,4.15,39.0,1004
Qwynnterrio Cole,S,Louisville,6001.0,203.0,1038,3228,7468,4.83,--,6.92,4.20,35.5,1000
Mitch Hall,LS,Louisville,6012.0,229.0,0948,3028,7358,5.28,11,7.56,4.60,27.0,0803
Tyrion Davis-Price,RB,LSU,6006.0,219.0,0928,3028,7578,,,,,35.5,0810
Jontre Kirklin,WR,LSU,5115.0,184.0,0938,3058,7438,,,,,42.0,1106
Austin Deculus,OT,LSU,6050.0,322.0,0928,3468,8318,,,,,--,
Chasen Hines,IOL,LSU,6025.0,331.0,1000,3400,8300,,,,,29.5,--
Ed Ingram,IOL,LSU,6035.0,312.0,1000,3378,8338,--,--,--,--,--,--
Liam Shanahan,IOL,LSU,6045.0,305.0,0938,3258,7848,,,,,30.5,0807
Neil Farrell Jr.,IDL,LSU,6041.0,339.0,1000,3228,7848,,,,,--,
Glen Logan,IDL,LSU,6026.0,298.0,0968,3428,8218,,,,,27.5,0902
Andre Anthony,EDGE,LSU,6031.0,245.0,0968,3358,8200,,,,,--,--
Darren Evans,CB,LSU,6022.0,179.0,0838,3248,7648,,,,,37.0,1000
Cordale Flott,CB,LSU,6004.0,178.0,0758,3000,7438,,,,,34.0,1002
Derek Stingley Jr.,CB,LSU,6002.0,188.0,0938,3058,7400,4.44,,6.98,4.19,38.5,1002
Cameron Lewis,S,LSU,6003.0,191.0,0958,3218,7578,,,,,36.0,0903
Cade York,K,LSU,6014.0,205.0,0878,3200,7658,,,,,--,--
Avery Atkins,P,LSU,5104.0,212.0,0858,2968,7138,,,,,--,--
Andre Miller,WR,Maine,6022.0,224.0,1058,3248,7800,4.53,19,6.87,4.22,37.0,1004
Johnny William,WR,Marian (IN),5097.0,175.0,0818,2938,6928,4.61,13,6.91,4.32,28.5,0901
Willie Johnson,WR,Marshall,5102.0,183.0,0900,3028,7428,4.54,13,6.90,4.22,34.0,0911
Xavier Gaines,TE,Marshall,6020.0,231.0,0938,3268,7748,4.71,19,7.27,4.50,36.0,1000
Tarik Adams,IOL,Marshall,6031.0,325.0,1000,3478,8338,5.55,18,8.12,5.07,23.5,0711
Alex Mollette,IOL,Marshall,6021.0,300.0,0948,3300,8048,5.08,26,7.53,4.68,30.5,0811
Will Ulmer,IOL,Marshall,6041.0,310.0,0938,3148,7800,5.36,27,7.91,4.77,27.0,0804
TJ Johnson,EDGE,Marshall,6045.0,260.0,0928,3468,8338,5.05,21,7.56,4.88,31.5,0907
Brian Cavicante,LB,Marshall,5091.0,212.0,0978,2968,7148,4.91,21,7.33,4.45,29.0,0807
Cory McCoy,CB,Marshall,5092.0,182.0,0958,3018,7328,4.62,15,6.91,4.33,38.5,1005
